NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,Median Household Income,DP03_0119PE
"Valeria city, Iowa",42,3.3,1,33.2,53750,0
"Laurens city, Iowa",1337,2.56,42,13.9,40446,6.9
"Bennett city, Iowa",343,2.64,2,29.5,55469,0
"Fort Dodge city, Iowa",24566,2.97,1086,14.2,38386,12.9
"Gowrie city, Iowa",1009,2.66,2,24.8,42284,8.6
"Nevada city, Iowa",6790,2.92,277,17.4,58237,8.2
"Ellston city, Iowa",32,2.25,0,18.6,67917,0
"Shannon City city, Iowa",48,2.36,0,21.6,33125,0
"Maxwell city, Iowa",868,2.94,9,26.4,69612,0.8
"Albion city, Iowa",572,2.84,31,24.7,50625,0
"Waterville city, Iowa",118,2.8,2,27.5,48750,10
"Danville city, Iowa",1144,3.24,38,21.3,54500,3.4
"Mediapolis city, Iowa",1576,3.2,10,17.7,57973,4.4
"Grundy Center city, Iowa",2706,2.71,31,19.8,58409,6.1
"Magnolia city, Iowa",138,2.64,0,33.9,60250,4.5
"Modale city, Iowa",289,2.99,4,40.2,45156,19.3
"Osceola city, Iowa",4998,2.79,1027,21.2,46642,18.8
"Garden Grove city, Iowa",175,2.76,0,26.8,32031,27.6
"Lamoni city, Iowa",2611,2.92,151,17.3,33910,12.1
"Murray city, Iowa",667,3.02,16,21.7,42109,9.2
"Eagle Grove city, Iowa",3452,2.89,217,14.5,48954,10.1
"New Hampton city, Iowa",3448,2.84,180,15.1,40123,3.6
"Milford city, Iowa",2999,2.66,17,16.7,54091,7.3
"Okoboji city, Iowa",883,2.24,40,16.4,59583,5
"Casey city, Iowa",391,2.93,7,24.3,42875,14.4
"Irwin city, Iowa",340,2.54,2,19.5,46818,13.1
"Tennant city, Iowa",55,3.29,1,24,41875,7.1
"Alton city, Iowa",1346,3.07,71,12.5,63846,2.7
"Matlock city, Iowa",74,2.76,0,12.6,70625,0
"Macedonia city, Iowa",233,2.73,10,34.9,61979,6.1
"Millersburg city, Iowa",174,2.11,7,27.4,60250,3.1
"Cambridge city, Iowa",901,3.48,36,26.7,60156,10.3
"Zearing city, Iowa",528,2.71,12,25,59688,5.7
"Clemons city, Iowa",117,2.68,5,28,58125,0
"Laurel city, Iowa",320,3.06,0,21.6,44896,1.2
"Marshalltown city, Iowa",27440,3.22,7564,15.5,49214,9.9
"Bettendorf city, Iowa",35293,3.12,2553,17.9,76900,3.8
"Blue Grass city, Iowa",1559,2.88,25,21.1,76458,5.3
"Durant city, Iowa",1812,2.85,46,22.8,60474,3.9
"Eldridge city, Iowa",6231,3.17,79,17.2,66544,7.1
"Le Claire city, Iowa",3940,3.01,74,20.6,88045,2.5
"Riverdale city, Iowa",389,2.89,5,16.5,76875,5.3
"Mapleton city, Iowa",1229,2.61,22,20.6,44779,11.4
"Delaware city, Iowa",118,2.46,1,25.1,56250,0
"Parnell city, Iowa",226,2.48,0,22.6,48611,0
"Curlew city, Iowa",93,3.75,0,19,33750,5
"Cylinder city, Iowa",92,3.61,6,14.8,61250,0
"Benton city, Iowa",44,2.62,0,N,60781,0
"Delphos city, Iowa",19,3,0,N,-,33.3
"Kelley city, Iowa",302,2.91,1,24,76563,6.8
"McCallsburg city, Iowa",319,2.9,2,21,50000,5.8
"Slater city, Iowa",1599,3.23,8,23.5,73056,4.3
"Story City city, Iowa",3412,2.72,111,18,56681,3.5
"Gilman city, Iowa",579,2.94,0,21.2,47031,9.9
"State Center city, Iowa",1361,3.11,22,23.7,52266,5.3
"Donahue city, Iowa",439,3.1,4,29.2,74643,0.8
"Emerson city, Iowa",476,3.15,2,21.6,53646,6.3
"Martelle city, Iowa",258,2.47,3,24,49250,6.6
"Onslow city, Iowa",184,2.73,5,32.1,34167,16.3
"Livermore city, Iowa",466,2.92,11,22.7,49375,8.4
"Grafton city, Iowa",300,2.8,5,24.9,32917,5.8
"Hawkeye city, Iowa",532,3.21,15,29.9,48611,12.8
"Oelwein city, Iowa",6093,2.8,104,16.5,42074,12.1
"Westgate city, Iowa",197,2.47,4,27,62917,0
"Oakland Acres city, Iowa",132,2.78,0,17.6,82500,0
"Prairie City city, Iowa",2006,3.1,27,27.7,67917,6.5
"Oskaloosa city, Iowa",11531,2.84,466,17.1,41392,15.8
"Minden city, Iowa",577,2.92,9,27.7,58750,1.1
"Shelby city, Iowa",669,3.03,10,21.4,48417,5.2
"Leighton city, Iowa",230,3.51,2,20,50750,0
"Chelsea city, Iowa",232,3.38,74,31.5,51111,3.3
"Montour city, Iowa",208,3.03,2,19.8,61750,0
"Harlan city, Iowa",4944,2.87,263,15.9,50208,8
"Avoca city, Iowa",1520,3.02,0,26.2,57679,9.7
"Crescent city, Iowa",535,2.99,10,20.8,81875,1.9
"Barnes City city, Iowa",230,2.93,0,27.2,45781,1.7
"Durango city, Iowa",15,2,0,N,35000,0
"Farley city, Iowa",1656,3,9,18,71389,2.2
"Peosta city, Iowa",1836,3.52,33,18.6,87019,5.8
"Leland city, Iowa",263,2.93,13,19,48750,0
"Thompson city, Iowa",468,2.85,50,20.5,41563,17.1
"Fort Atkinson city, Iowa",277,2.45,11,24.1,48125,4.7
"Jackson Junction city, Iowa",44,3.15,0,30,88750,0
"Lake View city, Iowa",1062,2.41,10,20.5,54375,6.7
"Lytton city, Iowa",278,2.48,7,18.2,43125,17.9
"Gilbertville city, Iowa",750,2.54,14,19.9,50250,4.5
"Cleghorn city, Iowa",214,2.86,0,14.6,48750,15.9
"Larrabee city, Iowa",178,2.53,0,16.6,44375,17
"Washta city, Iowa",186,2.43,3,23.7,42500,3.9
"Hazleton city, Iowa",838,3.07,5,22.8,39792,19.2
"Independence city, Iowa",6013,2.99,245,18.1,49104,8.5
"Quasqueton city, Iowa",503,2.88,1,25.1,48056,1.4
"Ottumwa city, Iowa",24705,2.97,3801,16.4,39193,16.1
"Osage city, Iowa",3591,2.91,84,13.7,53801,4.8
"Altoona city, Iowa",17354,3.16,652,21.2,77801,6.1
"Johnston city, Iowa",20172,2.95,2285,20.3,94539,2.4
"Dunkerton city, Iowa",876,3.32,8,22.9,54688,6.1
"Raymond city, Iowa",763,3.25,0,20.7,69625,3.5
"Marquette city, Iowa",410,2.63,24,12.4,40000,12.5
"Osterdock city, Iowa",70,3.24,9,31.2,76250,0
"Granger city, Iowa",1682,3.26,41,27.4,76806,4.3
"Waukee city, Iowa",17980,3.2,1206,20.5,91875,1.9
"Breda city, Iowa",430,2.89,6,17.2,55125,6
"Willey city, Iowa",116,3.42,3,14.8,72750,3.2
"Berkley city, Iowa",17,2.67,0,N,23750,0
"Luther city, Iowa",152,2.36,0,27.9,80125,0
"Ionia city, Iowa",330,3,0,25.8,56250,1.2
"Alta Vista city, Iowa",338,3.4,0,28,42019,2.6
"Lake Park city, Iowa",1164,2.78,7,20.4,62024,5.5
"Menlo city, Iowa",431,3.38,8,28.3,51696,10.6
"Wayland city, Iowa",1111,3.11,72,21,52333,5.9
"Mount Vernon city, Iowa",4461,3.42,158,20.4,80543,0
"Palo city, Iowa",1088,3.08,23,22.3,68889,8.9
"New London city, Iowa",1916,2.93,46,17.3,55648,7.4
"Olds city, Iowa",168,2.98,1,20.5,59375,0
"Ely city, Iowa",2148,3.27,30,21.9,97833,2
"Marion city, Iowa",38014,3,952,19.5,69882,4.9
"West Liberty city, Iowa",3746,3.58,1633,16.3,53455,0.9
"Cantril city, Iowa",269,3.8,8,26,39167,8.3
"Camanche city, Iowa",4350,2.82,139,23.9,48567,9.8
"Grand Mound city, Iowa",646,3.14,4,25.1,63750,0
"Floyd city, Iowa",347,3.01,5,18.4,61250,0
"Le Mars city, Iowa",9861,2.76,525,12.7,58063,6.9
"Fenton city, Iowa",291,3.08,7,22.5,52500,8.1
"Elliott city, Iowa",405,3.09,0,24.6,53750,5.3
"Cromwell city, Iowa",103,3,1,14.9,53125,0
"Hubbard city, Iowa",744,2.75,8,23.5,52083,2.7
"Paton city, Iowa",229,3.11,1,24.7,51944,0
"Rippey city, Iowa",228,2.98,25,24,42500,16.1
"Eldora city, Iowa",2677,2.89,97,14.8,50417,5.6
"Bancroft city, Iowa",718,3.02,4,16.7,51528,9.4
"Dysart city, Iowa",1473,3.03,12,24.9,63558,7.7
"Lincoln city, Iowa",87,2.32,2,43.1,32917,9.1
"Grandview city, Iowa",485,2.85,51,28.9,51000,8.4
"Wapello city, Iowa",2048,3.29,222,25.1,55625,9.4
"Primghar city, Iowa",930,2.97,77,18.9,51042,7
"Garner city, Iowa",3080,2.76,103,15.3,61071,8.4
"Delta city, Iowa",328,2.56,12,27.1,23750,14
"Keota city, Iowa",1006,2.89,33,23.3,35769,18.6
"Ollie city, Iowa",184,2.33,0,29.6,35000,3.1
"South English city, Iowa",274,2.74,24,26.4,42500,9.5
"Webster city, Iowa",146,2.86,5,27.2,43125,8.3
"Barnum city, Iowa",292,3.82,22,22.3,41111,24.2
"Steamboat Rock city, Iowa",327,3.14,7,20.4,39531,3.8
"Union city, Iowa",467,3.1,6,25,44583,8.2
"Lakota city, Iowa",222,2.6,11,23.4,35556,16.7
"Ledyard city, Iowa",91,2.83,2,36.8,33438,4.3
"Swea City city, Iowa",543,2.69,18,18.7,32422,26.8
"Melbourne city, Iowa",765,3.09,5,22.5,50000,4.4
"Rhodes city, Iowa",235,2.92,4,33.5,53229,6.8
"Davenport city, Iowa",102268,3.19,6604,18.7,49335,12.1
"Soldier city, Iowa",219,3.25,2,16.1,43958,0
"Turin city, Iowa",84,3,0,24.7,39688,11.1
"Whiting city, Iowa",918,3.06,5,21.7,44792,9.7
"Churdan city, Iowa",393,3.13,7,27.3,43250,8.8
"Masonville city, Iowa",131,3.44,0,14.6,38750,3.7
"Jefferson city, Iowa",4190,2.7,255,17,55170,8.3
"Stanhope city, Iowa",387,2.67,11,26.5,46875,3.9
"Mingo city, Iowa",260,3.09,5,25.3,36667,0
"Blairsburg city, Iowa",132,2.43,1,21.9,58750,4.3
"Kamrar city, Iowa",144,2.85,15,20.4,40417,2.4
"Bridgewater city, Iowa",166,2.79,0,30.2,45769,2.1
"Boxholm city, Iowa",205,2.56,4,29.2,40000,29
"Madrid city, Iowa",2577,2.9,18,23.5,64135,6.1
"Ogden city, Iowa",2128,2.92,17,27.4,53144,9.8
"Bassett city, Iowa",57,2.38,0,30.7,50417,0
"Panora city, Iowa",1054,2.95,4,23.6,53625,1.1
"Winfield city, Iowa",1022,3.07,29,29.4,48073,5.9
"Archer city, Iowa",138,2.62,2,17.7,45625,4.3
"Vining city, Iowa",69,2.84,3,34.6,54375,0
"Elma city, Iowa",609,3.11,12,21,38077,17.3
"Fredonia city, Iowa",273,3.42,97,26.6,40625,31.3
"Eldon city, Iowa",992,2.8,15,24.3,40313,14.5
"Linn Grove city, Iowa",140,2.27,17,22.7,36406,11.4
"Clayton city, Iowa",54,1.91,0,N,55893,0
"Elkport city, Iowa",20,2.33,0,N,31250,83.3
"Luana city, Iowa",324,2.99,8,18.8,46563,13.5
"McGregor city, Iowa",827,2.4,30,23.7,38382,8.3
"Buffalo Center city, Iowa",885,2.88,45,17.8,48333,4.8
"Chester city, Iowa",242,2.58,13,22.8,35833,27.7
"Protivin city, Iowa",270,2.4,19,21.5,47000,0
"Letts city, Iowa",420,3.35,3,27.2,53333,8.1
"Blakesburg city, Iowa",361,2.42,2,23.7,28611,19
"Britt city, Iowa",1987,2.82,98,18.2,44583,2.9
"Goodell city, Iowa",114,2.57,2,16.4,22375,37.1
"Ankeny city, Iowa",56237,3.15,3460,21.3,79536,2.9
"Polk City city, Iowa",4313,3.2,86,24.2,92188,1.3
"Earlville city, Iowa",877,2.8,23,27.2,63182,2.7
"Greeley city, Iowa",255,3.03,13,23.6,57500,4.3
"Manchester city, Iowa",5047,2.98,4,17.5,52089,9.8
"What Cheer city, Iowa",684,2.88,10,34.8,35132,14.1
"Riceville city, Iowa",783,2.73,13,20.9,43500,5.7
"St. Ansgar city, Iowa",1077,2.93,23,17.3,50887,3.5
"Des Moines city, Iowa",214778,3.23,35252,18.8,49999,13.6
"Elkhart city, Iowa",925,3,5,25.3,50724,10.4
"Ocheyedan city, Iowa",503,2.94,2,22.2,42708,9.6
"Cumming city, Iowa",415,3.1,7,17.7,121458,0
"Martensdale city, Iowa",447,3.03,10,26.1,56354,13.2
"St. Marys city, Iowa",238,2.68,0,29.8,81641,2.8
"Rake city, Iowa",171,2.36,31,20.4,21500,23.4
"Calmar city, Iowa",1080,2.9,27,17.6,55096,10.8
"Sac City city, Iowa",2138,2.62,38,15.3,48317,5.1
"Schaller city, Iowa",743,2.79,85,16.3,45417,7.6
"Elk Run Heights city, Iowa",1014,2.47,38,15.5,58073,0.9
"Evansdale city, Iowa",4780,3.1,17,16,48651,6.5
"Iowa Falls city, Iowa",5132,2.92,222,15.4,50000,3
"Whitten city, Iowa",182,3.23,0,27.6,38553,20.8
"Titonka city, Iowa",513,2.88,14,21,40625,17.9
"Wesley city, Iowa",388,2.96,14,24.1,53438,6.7
"Spragueville city, Iowa",110,3.46,0,24.4,26458,3.8
"Clarinda city, Iowa",5377,2.8,154,13.4,41566,9.3
"Donnellson city, Iowa",882,3.18,3,20.6,49844,8.8
"Delmar city, Iowa",525,3.33,38,22.6,56932,3.7
"Rockford city, Iowa",693,2.65,5,23.9,53287,3
"Libertyville city, Iowa",360,3.07,5,16.9,51250,12.5
"Braddyville city, Iowa",166,2.23,15,14.3,55417,9.7
"College Springs city, Iowa",233,3.03,6,22,33750,14.3
"Mount Pleasant city, Iowa",8467,2.8,795,15,47060,13.4
"Rome city, Iowa",157,3.18,1,22.2,41458,5.3
"Westwood city, Iowa",102,2.64,5,15.4,101250,3
"Cedar Rapids city, Iowa",130330,3.01,7794,17.6,56828,8
"Center Point city, Iowa",2521,3.33,38,24.9,82951,0.8
"Hiawatha city, Iowa",7262,3,379,17.3,43280,13.2
"Reasnor city, Iowa",141,3.31,2,26.3,38125,11.4
"Inwood city, Iowa",902,3.12,24,18.2,51050,3.5
"Lester city, Iowa",283,3.11,15,23.2,71250,10
"Tipton city, Iowa",3191,3.14,72,21.6,57025,0
"Williams city, Iowa",399,2.93,15,25.8,47404,9.9
"Centerville city, Iowa",5503,2.99,111,17.1,30993,12.3
"Udell city, Iowa",48,2.47,0,24.3,56875,0
"Nora Springs city, Iowa",1601,2.87,16,21.1,56053,7.1
"Crawfordsville city, Iowa",254,2.84,4,25.1,43214,2.7
"East Peru city, Iowa",95,2.39,0,23.8,34167,13.9
"Ainsworth city, Iowa",510,3.26,136,20.9,53125,1.6
"Muscatine city, Iowa",23852,3.06,3130,15.5,50849,15.2
"Stockport city, Iowa",317,3.46,1,22.4,27917,37.5
"New Providence city, Iowa",238,2.76,0,22,56964,5.7
"Owasa city, Iowa",56,3.2,0,20.7,32188,0
"George city, Iowa",1095,2.66,42,13.6,52644,3.5
"Havelock city, Iowa",140,2.74,0,28.8,29375,35.7
"Davis City city, Iowa",194,2.64,0,34,26944,25.5
"Shell Rock city, Iowa",1297,2.72,23,18.5,52578,7.1
"Hardy city, Iowa",80,3.9,15,28.8,31250,25
"Glenwood city, Iowa",5271,3.32,74,20.7,59805,10.6
"Elgin city, Iowa",724,2.76,9,19.4,50260,5.2
"Monroe city, Iowa",1800,2.91,12,21.9,52115,4.2
"Plover city, Iowa",41,2,0,7.5,31827,0
"Rolfe city, Iowa",573,2.72,24,25.4,40238,11.3
"Lowden city, Iowa",917,2.73,0,29.7,56042,10.4
"Exline city, Iowa",142,2.84,2,18.3,37143,7.9
"Bonaparte city, Iowa",470,3.34,1,23.3,31125,19
"Alburnett city, Iowa",647,3.33,0,25,74000,5.3
"Wahpeton city, Iowa",346,2.17,14,17.1,75000,0
"Hanlontown city, Iowa",199,3.22,19,22.1,56500,4.1
"Kensett city, Iowa",329,2.6,3,21.5,31667,17.2
"Randalia city, Iowa",64,3.33,0,29.6,36875,13.3
"Sumner city, Iowa",2153,2.86,18,27.3,56420,5.9
"Ellsworth city, Iowa",590,3.23,60,21.6,61000,6.3
"Coggon city, Iowa",725,3.31,3,27.2,51875,6.9
"Robins city, Iowa",3380,3.03,273,16.5,120938,0.5
"Leon city, Iowa",1916,3.1,4,24.6,41193,12.7
"Webster City city, Iowa",7830,2.91,719,15,46324,7.9
"Rathbun city, Iowa",59,2.25,0,17,41250,0
"Carbon city, Iowa",32,2,2,16.1,50417,0
"Prescott city, Iowa",241,2.79,3,24.8,37396,13.2
"Panama city, Iowa",204,3.17,3,17.4,65000,4.2
"Granville city, Iowa",358,2.61,33,18.3,63250,6.9
"Ireton city, Iowa",787,2.74,60,19.4,54375,10.4
"McClelland city, Iowa",202,3.21,5,26.9,71250,0
"Keomah Village city, Iowa",62,2.29,1,26.8,54063,0
"Remsen city, Iowa",1725,2.92,8,16.1,54137,6.9
"Dayton city, Iowa",728,3.02,10,22.4,40625,2.4
"Arion city, Iowa",118,2.86,0,12.4,43750,8.3
"Charter Oak city, Iowa",622,2.88,68,20.3,39196,18.5
"Latimer city, Iowa",490,3.11,77,20.1,37500,14.8
"Millerton city, Iowa",108,3.42,0,21.7,31622,15.8
"Sharpsburg city, Iowa",113,2.75,5,31.7,48500,7.1
"Dolliver city, Iowa",74,2.58,0,20.3,37500,21.1
"Randolph city, Iowa",189,3.18,21,36,50417,13.7
"Hedrick city, Iowa",630,3.13,0,24,31500,13.2
"Keswick city, Iowa",237,2.62,2,24.4,43646,6.5
"Beaman city, Iowa",229,3.14,2,17.4,60750,1.6
"Holland city, Iowa",281,2.87,9,24,50000,0
"Pisgah city, Iowa",290,2.65,0,38.4,43250,14.1
"Keokuk city, Iowa",10484,3.04,433,13.8,38750,19.8
"Villisca city, Iowa",1286,2.59,37,21.1,39375,20.2
"Vail city, Iowa",455,2.83,108,21.8,44125,6.8
"Geneva city, Iowa",121,3.1,3,41.9,43000,3.3
"Kimballton city, Iowa",325,2.6,12,18.8,39688,7.5
"Oxford city, Iowa",902,2.84,18,24,58125,2
"Shueyville city, Iowa",596,3.09,11,23.8,125313,0
"Bussey city, Iowa",551,3.07,3,25.9,32125,23
"Melcher-Dallas city, Iowa",1236,2.86,0,27.8,40263,16.8
"Swan city, Iowa",70,4,4,31.1,21563,36.4
"Gravity city, Iowa",154,2.82,0,31.4,32500,10.3
"Farragut city, Iowa",441,2.48,4,18.8,43333,7.1
"Hamburg city, Iowa",1125,2.72,8,19.3,38438,13.1
"Riverton city, Iowa",268,2.65,3,27.4,53977,3.9
"Hayesville city, Iowa",39,2.08,1,28.4,36250,8.3
"North English city, Iowa",1194,3.09,7,27.8,52500,16.6
"Reinbeck city, Iowa",1628,2.73,30,21.3,59453,3.3
"Thornburg city, Iowa",69,3,0,17,51875,0
"Mitchell city, Iowa",132,3.03,0,13.4,39167,0
"Middletown city, Iowa",388,3.11,11,17.3,58056,6.5
"Logan city, Iowa",1607,2.96,24,27.7,59470,8
"Fort Madison city, Iowa",10634,2.91,189,16.8,43631,10
"Exira city, Iowa",898,2.87,6,21.3,37583,12.1
"Buck Grove city, Iowa",16,2,0,11.2,26875,0
"Dow City city, Iowa",474,2.67,11,17,35208,9.7
"North Liberty city, Iowa",17721,3.14,1113,22.9,80426,1.7
"West Branch city, Iowa",2294,2.88,21,21.6,62083,6.2
"Marysville city, Iowa",116,3.32,1,24.5,42969,12
"Allerton city, Iowa",537,2.95,8,26.3,37813,14.4
"Corydon city, Iowa",1579,2.86,16,19,44063,8.2
"West Point city, Iowa",958,2.57,41,19.9,52917,1.1
"Thayer city, Iowa",57,2.6,0,35.7,-,13.3
"Martinsburg city, Iowa",109,2.83,0,24,61250,6.9
"Balltown city, Iowa",68,2.46,9,28.7,65625,0
"Rockwell city, Iowa",970,2.93,6,21.5,55163,0
"Edgewood city, Iowa",732,2.66,8,18.6,48924,2.9
"Williamson city, Iowa",135,3.87,18,39.2,44375,10
"Onawa city, Iowa",2849,2.94,31,16.7,31089,17.2
"Swaledale city, Iowa",117,2.61,1,19.9,40000,5.6
"Ralston city, Iowa",73,3,0,22.6,-,23.5
"Ruthven city, Iowa",720,3.21,18,18.2,43194,6.5
"Mount Ayr city, Iowa",2029,2.88,56,15.5,51607,4.8
"Haverhill city, Iowa",160,3.25,0,19.5,73750,0
"Le Grand city, Iowa",969,2.97,35,20.9,52578,5.3
"Long Grove city, Iowa",1029,3.36,17,18.8,111750,3.4
"Ute city, Iowa",392,2.86,0,32.1,37396,5.2
"Columbus Junction city, Iowa",2330,3.42,1177,22,50987,8.1
"Cotter city, Iowa",41,2.69,0,38.9,65417,7.7
"Oakville city, Iowa",192,3.34,7,30.9,46750,18
"Hartley city, Iowa",1743,2.69,110,21,41333,7.1
"Dougherty city, Iowa",86,3.13,0,22.8,62250,0
"Rock Falls city, Iowa",170,2.84,2,21,44107,2
"Dundee city, Iowa",221,3.56,7,21.8,42188,12
"Ryan city, Iowa",402,2.76,2,27.6,61094,2.4
"Clive city, Iowa",17134,3.06,2022,17.7,94907,4.7
"Pleasant Hill city, Iowa",9608,3.09,403,22.6,74356,2.5
"Runnells city, Iowa",498,3.32,4,27.3,60000,3.9
"Saylorville CDP, Iowa",3715,2.92,0,20.3,73080,17.1
"Urbandale city, Iowa",42222,3.09,4366,18.2,85432,3.9
"Elkader city, Iowa",1396,2.53,14,15.1,49200,5
"Garnavillo city, Iowa",864,2.65,40,17.2,50625,2.9
"Norway city, Iowa",533,3.08,5,19.9,45781,18.5
"Clarion city, Iowa",2791,2.92,412,12.9,40789,16.6
"Orleans city, Iowa",415,2.15,13,18.2,63333,0
"Hawarden city, Iowa",2574,3.19,627,18.5,49212,9.3
"Wilton city, Iowa",2815,2.8,27,20.2,51124,1.1
"Leando CDP, Iowa",44,-,0,N,-,-
"Rock Rapids city, Iowa",2559,3.04,45,14.3,56146,4.6
"Low Moor city, Iowa",275,3.01,2,21.8,48125,13.9
"Harper city, Iowa",87,3.76,0,31.9,60625,5.9
"Lorimor city, Iowa",354,2.7,0,32.5,34135,15.5
"Afton city, Iowa",891,2.67,20,16.9,46818,5.7
"Windsor Heights city, Iowa",4990,2.81,426,17,59148,13.7
"Maloy city, Iowa",19,4.25,0,29,43750,0
"Lineville city, Iowa",221,2.7,1,33.2,38333,19.7
"Crystal Lake city, Iowa",235,2.5,3,24.1,35313,17.2
"Deep River city, Iowa",191,3.05,13,25,39500,6.8
"Stacyville city, Iowa",562,2.92,2,19.6,40875,1.5
"Ringsted city, Iowa",482,2.67,7,22.5,34861,17.1
"Westphalia city, Iowa",126,3.58,0,18.3,41750,0
"Graf city, Iowa",90,2.93,0,21.5,60625,0
"Van Meter city, Iowa",1216,3.01,17,20.7,89875,0.8
"Springville city, Iowa",1159,2.78,10,23.8,60913,2.3
"Meriden city, Iowa",187,2.96,0,12.6,56875,5.6
"Springbrook city, Iowa",149,2.81,2,33.8,81250,0
"Russell city, Iowa",567,3.02,6,24.4,37500,12.4
"Ackworth city, Iowa",217,3.52,0,27.6,-,50
"Norwalk city, Iowa",10179,3.06,195,21.3,82566,1.1
"Sandyville city, Iowa",69,2.87,0,33.6,63500,8.7
"Spring Hill city, Iowa",63,3.06,0,26.9,48438,0
"Boyden city, Iowa",864,2.97,104,15.4,60000,7.8
"Lucas city, Iowa",197,3.11,2,27,61563,7.3
"Doon city, Iowa",639,2.89,16,15.5,48281,5.9
"Miles city, Iowa",390,2.8,2,23.9,54375,7.5
"Monmouth city, Iowa",172,2.71,1,29.1,34792,18.4
"Ashton city, Iowa",451,2.84,4,18.9,47083,4.1
"Storm Lake city, Iowa",10738,3.46,5265,9.7,48382,14.2
"Bankston city, Iowa",28,2.27,0,31.2,57000,0
"Dyersville city, Iowa",4134,3.04,79,16.7,59364,2.9
"Sageville city, Iowa",64,2.45,0,17.1,45625,13.6
"Truesdale city, Iowa",133,2.87,7,13,41071,13.2
"Monona city, Iowa",1559,2.6,15,19.9,48819,5
"Volga city, Iowa",194,2.76,2,35.5,41250,4.8
"Dedham city, Iowa",275,3.46,2,19,50417,6.3
"Floris city, Iowa",192,3.33,0,27.2,46875,20.8
"Wiota city, Iowa",64,2.33,0,17.4,45000,4.8
"Dumont city, Iowa",596,2.8,4,21.6,42708,10.3
"Readlyn city, Iowa",753,2.82,7,26.5,67917,6.2
"Linden city, Iowa",189,2.62,7,34.5,54375,3.8
"Redfield city, Iowa",684,2.84,5,24.6,52375,4.4
"Garrison city, Iowa",349,3.06,5,28.1,51250,6.7
"Harris city, Iowa",163,2.66,6,25.7,32188,4.3
"Forest City city, Iowa",4083,2.79,196,13.6,47198,7.6
"Ossian city, Iowa",984,2.71,31,15.9,53478,8
"Nemaha city, Iowa",106,2.96,15,19.3,-,12.5
"Cedar Falls city, Iowa",41167,3,2609,13.7,58855,6.8
"Hudson city, Iowa",2472,3.04,22,17,88750,2.3
"La Porte City city, Iowa",2496,3.1,62,23.2,52083,9.5
"Waterloo city, Iowa",68146,3.05,6790,15.5,44429,13.3
"Strawberry Point city, Iowa",1361,2.81,34,22,41667,4.7
"Asbury city, Iowa",5338,3.2,230,16.6,89015,4
"Epworth city, Iowa",1964,3.1,40,19.4,66544,3.8
"Sherrill city, Iowa",232,2.69,2,25.7,80833,0
"Atlantic city, Iowa",6787,2.84,159,14.3,39702,14.2
"Cumberland city, Iowa",229,3.23,0,24.5,30893,7.7
"Massena city, Iowa",335,2.96,0,26.7,38125,12
"De Soto city, Iowa",1013,3.19,12,24.7,61319,1.2
"Minburn city, Iowa",406,3.02,5,24.6,55694,8
"Dubuque city, Iowa",58410,2.86,2290,14.5,50171,10.4
"Jesup city, Iowa",2877,3.07,6,26.1,63819,5
"Fostoria city, Iowa",225,2.75,1,16.9,66500,5.3
"Spencer city, Iowa",11132,2.78,321,15.4,45719,10.3
"Moravia city, Iowa",722,3.1,9,21.2,39740,5.2
"Janesville city, Iowa",863,2.77,4,20.5,62708,3
"Urbana city, Iowa",1451,2.95,49,25.6,82917,1.6
"Van Horne city, Iowa",820,3.09,26,20.9,53750,1.9
"Vinton city, Iowa",5141,3.09,156,22.8,48072,10.2
"Woodburn city, Iowa",213,2.75,30,34.4,36250,9.1
"Goldfield city, Iowa",574,2.5,10,17.7,42679,6.9
"Arcadia city, Iowa",491,3.18,23,19.4,59167,1.5
"Glidden city, Iowa",1344,3.24,13,17.6,68143,5.7
"Manning city, Iowa",1673,2.89,75,14,46484,17
"Templeton city, Iowa",366,2.84,1,16.9,58250,6.5
"Bloomfield city, Iowa",2626,3.02,21,16.7,42411,12.5
"Griswold city, Iowa",1214,3.02,13,22.9,44000,15.3
"Everly city, Iowa",683,2.68,9,18.7,45500,12.9
"Royal city, Iowa",397,2.71,4,21.7,54375,2.9
"Nodaway city, Iowa",87,3.56,0,31.6,-,25
"Pomeroy city, Iowa",705,2.55,4,23.2,32500,29.4
"Rockwell City city, Iowa",2141,2.66,14,19.6,38790,6.1
"Sioux Rapids city, Iowa",732,3.15,27,18,50313,17.8
"Guttenberg city, Iowa",1759,2.63,30,20.1,40610,3.9
"Grand River city, Iowa",259,3.08,3,33.2,32188,26.6
"Jewell Junction city, Iowa",1279,3.21,36,19.3,63594,4.6
"Pilot Mound city, Iowa",168,2.44,8,24.6,41250,0
"Superior city, Iowa",198,3.4,8,25.8,39688,2
"West Okoboji city, Iowa",313,2.1,5,14.2,56000,8.4
"Bayard city, Iowa",391,3,3,27,37386,11
"Guthrie Center city, Iowa",1651,2.96,78,18.8,44750,9.3
"Winterset city, Iowa",5157,2.77,173,26.6,48194,2.7
"Coin city, Iowa",182,2.91,2,16.2,40833,6.4
"Essex city, Iowa",783,2.81,3,20.5,47604,7.1
"Kalona city, Iowa",2495,3.1,105,19.9,52750,9.3
"Riverside city, Iowa",1023,3.05,35,25.2,61034,9
"Anita city, Iowa",989,2.56,29,20.9,40577,13.7
"Aredale city, Iowa",51,2.53,1,25,34167,0
